id,en,cn,class
3247,"The qualifications should be quite good. At this age, being able to get a few high-limit credit cards is impressive. Let's take a break and average out those debts, maybe wait for a year or so. ", 资质应该很好，这个年纪能拿到几个高额度的信用卡确实不容易。我们休息一下，把那些欠款分摊一下，等一年半载再说。,2
3254,"The report has no issues, it's just that there have been too many inquiries lately. Previously, I was a blank slate.",报告没什么问题，只是最近查询太多了。以前我还没有信用记录。,2
3258,"It's a shame I closed the White Qilin card last year; now I have to wait a full year to reapply. Closing it felt good at the moment, but now there's nothing I can say about the wait. :'（",真可惜我去年把白麒麟卡注销了，现在得等满一年才能重新申请。销卡的时候感觉爽，但现在只能无话可说地等着。:'（,2
3283,Is this a recent card approval? Could you please let me know the area where the card was issued?,这是最近的下卡吗？能告诉我下卡的地区吗？,2
3289,"It's reasonable to think that everyone can have a credit limit of 30,000.",想得太多了，大家都有三万的信用额度其实也还不错。,2
3290,"The gift was received, and the limit is still decent.",送到了，额度还不错。,2
3307,"What does it mean to have a JCB undercoating? If I don't have it, can I still enjoy a 60,000 spending exemption? Is the annual fee waived as well?",下挂JCB是什么意思？如果我没有下挂，六万的刷卡免年费还适用吗？年费也免吗？,2
3319,The curve has failed; the limit on my three cards has not only not increased but has actually decreased by ten thousand. It's frustrating.,曲线没用，三张卡的额度不但没有增加，反而减少了一万，真让人烦。,0
3330,"I do have referral slots, but I find it unreliable and am worried about the risks involved.",我也有推荐名额，不过觉得不太靠谱，担心风险。,0
3333,Xiao Zhao doesn’t apply for a card unless it’s below 60K.,小昭不到60K就不申请信用卡。,2
3334,The efficiency of the aunt is impressive; getting things done in just a week is quite fast.,大妈的效率真厉害，一周就搞定事情确实很快。,2
3341,"What qualifications are needed for a credit limit of 100,000?",什么条件才能申请10万的额度？,2
3346,"No need for Photoshop; just provide the digital images, and you can request as much editing as you want.",不需要PS，只要提供数字图片，你需要多少PS就多少。,2
3347,The PS service should be straightforward; you can choose any time you want. The technology is quite good.,PS服务应该直接明了，你可以选择任何时间。技术还是挺不错的。,1
3359,"Such a loss! If it weren't for this, your credit score would be pretty good.",太亏了！要不是这个，你的信用记录应该很好。,0
3381,"I recommend keeping accounts with Xinyi Bank, Postal Savings Bank, Industrial and Commercial Bank, China Merchants Bank, and Bank of China. The reasons are: Xinyi offers high credit limits and can continuously increase without much usage. Guangfa cannot increase the limit without making installment payments. Agricultural Bank's limit increases are quite difficult now, and Aixin has low credit limits and few privileges.",我建议保留兴业银行、邮政储蓄银行、工商银行、招商银行和中国银行的账户。理由是：兴业银行额度高，使用不多也能一直提高；光大银行不做分期是很难提高额度的；农行现在提额度非常困难；阿信银行的额度不高，权益也很有限。,2
3385,"From my experience, transactions made with the Borderless Card are often approved instantly, while those that take a day are usually declined. In your case, if it's been in the system for so long, it probably needs to be escalated to a human representative.",根据我的经验，无界卡的交易一般都能即时通过，而那种要隔一天的基本上都被拒绝了。你这种情况在系统里躺了这么久，应该需要转人工处理了。,2
3394,"It's not bad, so I won't exchange it. Anyway, the Android OTG works fine, so it doesn't matter.",这没有什么问题，我就不换了。反正安卓OTG也能用，没关系。,2
3404,"The problem is that the big four banks don't have staff coming to assist at home. When applying online ourselves, we often run into issues with the card.",问题是四大行没有员工上门服务，自己网上申请的时候，经常遇到卡的问题。,2
3410,It's rare to see someone here dealing with credit cards worth tens of thousands.,这里居然还会有人在处理几万的信用卡，真是挺少见的。,2
3412,"You can choose any of them, just go to the ATM first to update all your information.",你随便选一个，先去ATM更新一下所有资料。,2
3415,"I replied to this message on the 24th, and it showed as received on the 27th. The account was opened on the 30th, but I still haven't been asked to go for the interview. I've reported the password device as lost, so I'll get another one when I go for the interview. If that's not possible, I’ll see if I can use the USB security token to open it...",我24号就回复了这个短信，27号显示受理，30号已经开户，但到现在还没叫我去面签。我已经挂失了密码器，面签的时候再补一个。如果真的没有的话，我再看看U盾能不能开通...,2
3421,"You can waive the annual fee with either 10,000 or 15 transactions, but I'm thinking of holding off to see if there's a lifetime waiver for the Global White card.",可以通过1万或15笔交易免除年费，不过我在考虑等等看是否有环球白卡的终身免年费。,2
3424,"The Construction Bank issued a card with a limit of 33,000. Not bad, right?","建行给我的卡额度是33,000，还不错吧？",1
3426,"I’m in the same situation. I just received my card today at the branch. My location is 010. The card has been activated. Yours should arrive in a couple of days, right? Just be a little more patient.",我也是一样的情况。今天刚在网点拿到卡，地点是010。卡已经开通了。你的应该也就在这几天到了吧，耐心等一等吧。,2
3429,"I opened my account on the 29th, and it’s still in the card production status. I’m not sure when it will be available at the branch. It’s a card from China Merchants Bank.",我29号开了户，现在还是在制卡状态。 不知道什么时候能到网点。这是招商银行的卡。,2
